,Acre,Amapá,Amazonas,Pará,Rondônia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Espirito Santo,Minas Gerais,Rio de Janeiro,São Paulo,Paraná,Rio Grande do Sul,Santa Catarina,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
04/10/2020,0,1,7,7,0,0,2,6,35,1,9,5,15,5,0,4,8,74,20,42,15,10,5,16,30,32,16
05/10/2020,0,2,9,6,4,0,4,6,28,5,11,10,7,7,0,6,14,13,11,42,30,44,11,21,6,12,14
06/10/2020,1,3,8,8,9,0,3,6,32,28,10,11,16,13,4,6,10,48,103,270,54,37,14,18,77,19,11
07/10/2020,0,1,9,9,1,5,10,6,36,10,11,12,23,11,6,5,13,107,86,179,30,46,8,14,75,12,9
08/10/2020,1,2,13,6,5,0,11,6,28,17,10,10,8,8,1,6,11,86,141,215,9,33,12,13,59,8,10
09/10/2020,5,1,7,7,2,4,6,5,26,15,11,10,10,9,3,5,12,95,112,184,24,32,1,7,59,16,14
10/10/2020,0,0,13,9,4,0,7,6,24,4,11,10,11,9,0,6,6,69,62,155,19,35,15,14,43,11,16
11/10/2020,0,0,4,9,2,0,2,6,29,4,9,8,3,11,1,6,4,66,24,33,13,6,9,12,13,8,8
12/10/2020,1,1,8,2,0,0,1,6,31,1,7,8,3,13,3,7,9,3,4,23,16,7,1,15,11,13,7
13/10/2020,0,1,7,1,8,0,0,7,29,5,9,14,3,7,3,5,21,15,24,35,21,19,9,27,6,24,9
14/10/2020,1,1,14,4,5,6,9,6,26,38,11,14,21,12,5,6,8,26,104,227,17,70,13,22,50,18,15
15/10/2020,1,1,21,6,5,1,9,5,29,14,10,12,18,12,8,5,4,96,115,149,58,45,12,11,45,16,5
16/10/2020,2,1,16,3,5,3,5,5,24,7,8,7,13,8,111,6,12,78,99,180,33,30,10,27,42,10,9
17/10/2020,0,1,20,6,0,1,7,5,21,8,9,8,11,9,4,5,5,60,61,122,8,30,4,13,26,9,8
18/10/2020,0,0,7,1,0,0,2,5,28,3,7,8,7,8,1,5,4,41,50,28,2,4,1,6,0,5,7
19/10/2020,0,3,18,5,6,0,4,5,26,1,9,8,3,9,0,5,15,7,5,15,14,42,9,16,27,15,4
20/10/2020,3,0,13,4,2,5,7,5,21,7,10,9,15,9,1,6,12,30,66,211,62,64,15,14,43,12,15
21/10/2020,0,2,9,4,0,3,8,5,21,9,11,10,14,10,3,6,14,71,109,125,36,30,7,12,28,13,6
22/10/2020,3,2,24,7,1,1,9,4,23,16,8,9,8,8,2,6,5,67,76,111,12,36,13,13,19,8,6
23/10/2020,1,2,30,7,1,1,6,5,25,1,10,9,4,5,0,6,14,65,94,126,37,36,4,13,48,7,14
24/10/2020,0,1,7,13,3,0,4,5,21,2,9,9,11,13,4,5,7,46,56,118,8,27,9,10,25,9,10
25/10/2020,1,0,13,5,2,0,2,5,22,2,7,7,10,7,0,4,6,38,32,21,10,0,4,10,11,7,5
26/10/2020,2,0,14,3,6,0,0,5,22,31,9,8,12,5,1,6,13,9,10,6,5,34,13,8,24,15,2
27/10/2020,1,2,18,4,6,0,5,5,22,26,11,8,11,11,1,6,17,10,79,132,22,50,18,12,49,12,11
28/10/2020,1,1,13,4,1,1,3,5,27,20,10,6,12,5,5,6,10,83,84,122,18,34,9,8,6,12,4
29/10/2020,1,2,25,3,5,0,3,4,25,1,10,7,12,14,4,5,15,44,86,112,27,30,9,9,36,13,11
30/10/2020,1,1,12,2,1,0,2,4,29,11,10,8,10,10,2,6,6,46,103,136,31,0,17,6,42,5,7
31/10/2020,0,1,15,5,2,0,0,4,22,16,9,10,18,8,2,5,8,53,35,56,11,68,20,7,21,7,4
01/11/2020,0,0,12,8,0,0,0,4,23,7,8,6,5,4,1,5,7,23,11,20,6,7,8,5,6,4,10
02/11/2020,0,1,10,7,0,0,0,4,22,2,9,1,6,16,4,6,2,9,25,15,10,1,7,7,3,5,7
03/11/2020,2,2,8,4,3,0,3,4,23,0,11,11,5,12,1,6,10,3,15,18,26,39,10,12,0,12,3
04/11/2020,1,0,15,5,4,1,5,4,21,8,10,11,24,9,5,5,10,19,108,185,11,59,24,12,35,9,10
05/11/2020,1,0,19,6,6,2,3,4,20,16,10,8,20,9,6,3,12,59,90,168,24,51,10,9,54,13,7
06/11/2020,0,0,0,6,3,0,0,4,23,7,11,8,24,9,4,4,14,71,0,0,37,19,0,5,18,7,5
07/11/2020,2,0,15,5,1,0,4,4,22,-2,7,4,13,5,0,4,9,5,56,0,32,17,29,7,5,10,0
08/11/2020,0,0,3,6,2,0,2,4,20,4,6,4,8,3,1,4,7,0,0,0,30,2,9,12,0,1,0
09/11/2020,2,13,19,5,2,0,0,4,22,9,5,6,8,3,2,1,12,0,0,0,78,5,20,7,0,8,0
10/11/2020,3,2,6,4,4,0,1,4,20,12,8,6,23,12,6,2,13,0,0,0,0,4,12,16,0,10,6
11/11/2020,1,4,5,3,4,6,5,4,21,2,8,12,10,4,3,1,17,0,65,190,93,33,25,13,26,11,5
12/11/2020,2,1,0,4,6,4,5,3,23,12,8,9,21,13,3,3,12,55,120,295,47,91,14,9,36,83,29
13/11/2020,0,3,28,2,5,0,3,3,20,2,8,6,11,17,25,4,12,146,72,0,0,43,16,11,0,10,9
14/11/2020,1,3,10,9,4,1,5,3,20,7,9,6,10,7,2,3,6,99,122,347,81,47,11,5,94,4,5
15/11/2020,0,0,4,10,0,0,4,4,21,0,7,5,12,1,1,2,11,3,10,15,6,4,9,4,4,1,2
16/11/2020,0,3,3,5,2,0,0,3,24,1,9,7,11,6,2,1,17,10,7,12,31,24,12,8,3,12,3
17/11/2020,1,2,23,6,5,3,4,3,22,8,8,5,16,11,0,3,11,14,173,173,30,71,40,12,34,3,4
18/11/2020,0,1,5,6,3,0,3,3,24,13,8,7,19,13,6,3,21,74,224,178,35,42,14,8,36,8,2
19/11/2020,1,2,13,7,2,2,2,4,25,6,7,9,17,2,2,4,22,43,108,147,34,54,21,7,52,7,6
20/11/2020,1,2,20,4,2,9,1,3,23,10,8,4,9,12,6,4,21,40,132,105,5,37,30,5,42,9,8
21/11/2020,2,2,10,6,1,0,1,3,20,10,6,8,21,6,1,0,13,44,33,77,14,40,24,5,23,1,5
22/11/2020,0,0,8,4,2,0,0,3,21,-2,8,4,3,5,2,1,14,45,3,11,7,7,12,5,20,7,4
23/11/2020,1,3,18,6,4,0,0,4,21,7,9,8,3,5,0,4,20,17,54,9,26,30,23,15,2,8,5
24/11/2020,1,3,21,4,7,1,3,3,20,0,7,5,25,7,4,4,23,10,113,179,51,49,36,16,17,10,11
25/11/2020,6,4,8,5,5,1,2,2,22,38,8,7,20,5,1,5,14,54,115,146,48,66,31,8,25,4,4
26/11/2020,1,3,30,4,1,1,2,3,20,15,7,8,16,7,1,4,21,46,138,172,65,47,47,4,17,5,6
27/11/2020,0,3,13,8,0,1,2,2,22,23,9,7,12,5,12,4,16,44,54,129,35,39,59,5,0,4,6
28/11/2020,1,1,7,9,18,3,3,3,20,30,7,5,20,9,6,4,2,42,91,146,29,43,34,5,39,7,3
29/11/2020,0,0,9,6,2,0,2,2,20,9,8,4,11,5,2,4,28,41,22,28,15,8,20,5,5,7,9
30/11/2020,0,1,9,8,6,0,2,3,21,5,9,3,7,2,2,4,20,10,29,19,32,37,41,5,2,7,3
01/12/2020,3,3,2,3,6,1,3,2,25,17,9,10,19,10,7,4,23,10,93,195,61,87,47,9,26,11,11
02/12/2020,1,4,16,9,12,6,3,3,22,11,8,11,26,10,9,4,29,70,81,166,28,73,46,16,12,9,13
03/12/2020,3,5,20,6,7,5,3,2,21,17,9,10,16,6,7,4,23,66,127,181,71,70,43,7,12,3,11
04/12/2020,1,4,4,6,3,1,2,3,24,26,8,12,21,8,4,4,27,40,126,151,45,61,41,6,37,15,14
05/12/2020,1,3,10,5,4,4,4,2,28,10,5,7,21,8,10,5,10,56,82,181,62,62,41,10,17,7,9
06/12/2020,0,1,5,6,3,0,3,3,30,0,4,14,8,7,3,4,12,53,32,46,12,17,31,7,1,5,6
07/12/2020,4,4,13,4,8,0,2,3,27,11,5,8,22,7,13,4,28,5,20,25,38,52,30,16,7,12,8
08/12/2020,1,3,5,5,6,0,3,3,29,34,5,13,16,11,12,4,31,4,119,242,68,81,91,10,23,12,11
09/12/2020,5,5,4,4,7,1,3,3,28,24,6,11,14,4,6,5,28,84,160,179,69,72,51,21,18,6,18
10/12/2020,2,3,5,9,11,4,2,3,29,6,7,16,29,9,11,5,27,70,116,200,45,64,41,11,16,11,18
11/12/2020,3,4,9,8,6,4,3,3,30,4,6,13,15,10,16,5,34,66,84,141,47,61,60,8,14,9,9
12/12/2020,2,3,11,9,4,2,3,3,28,2,7,10,27,6,4,5,15,80,88,169,60,65,50,8,0,9,16
13/12/2020,1,0,3,9,4,0,3,4,21,10,5,9,13,2,6,4,1,56,4,47,4,9,31,7,0,8,18
14/12/2020,3,5,10,5,3,0,2,4,25,2,6,13,15,1,9,5,11,10,18,32,39,94,55,20,15,13,18
15/12/2020,2,0,15,10,10,6,3,4,30,16,7,17,25,12,16,4,41,8,147,232,116,85,84,9,37,10,18
16/12/2020,1,7,10,5,13,3,2,5,26,55,8,18,15,8,7,7,49,136,222,0,198,96,13,12,0,9,11
17/12/2020,0,3,13,17,13,2,2,5,29,26,7,20,22,6,10,6,32,78,95,399,55,82,81,16,47,11,15
18/12/2020,1,0,13,7,8,3,2,5,28,20,5,16,22,6,16,7,31,76,147,197,41,63,54,9,18,12,16
19/12/2020,1,11,14,9,8,3,2,5,29,6,7,6,35,9,9,7,23,84,103,151,58,65,16,6,12,4,23
20/12/2020,7,0,9,6,1,0,2,6,30,7,6,10,17,1,6,6,13,132,19,0,41,15,38,7,0,10,19
21/12/2020,2,5,9,6,7,0,1,7,28,0,7,13,8,4,4,6,35,10,6,107,19,72,65,11,5,64,26
22/12/2020,2,5,17,6,16,0,1,8,30,17,5,11,16,10,12,7,42,23,115,259,129,101,65,13,17,10,31
23/12/2020,7,6,22,9,7,0,1,8,28,9,7,10,28,9,28,7,29,97,179,181,68,85,49,12,38,15,22
24/12/2020,3,6,18,17,4,1,2,7,31,10,6,9,36,4,5,7,0,120,54,182,72,58,54,7,17,2,30
25/12/2020,1,2,10,13,2,0,2,7,30,0,7,10,21,2,3,7,49,87,73,37,34,31,34,4,4,13,23
26/12/2020,0,2,12,16,9,0,1,7,29,0,8,12,16,8,2,7,11,23,5,13,22,18,34,6,7,15,24
27/12/2020,5,0,17,6,4,0,1,7,28,0,7,15,11,12,5,6,14,7,13,55,26,40,32,3,1,7,22
28/12/2020,4,6,16,12,18,0,1,7,30,2,6,16,17,1,5,7,20,13,24,39,51,44,43,22,1,10,16
29/12/2020,2,6,26,7,20,0,3,7,31,9,9,12,24,6,37,7,70,10,136,293,77,144,79,18,36,17,25
30/12/2020,2,6,26,20,20,0,3,7,28,21,7,13,0,6,14,8,31,169,225,282,76,113,45,7,16,19,30
31/12/2020,2,6,27,19,12,8,2,7,29,6,5,12,42,10,9,8,19,118,227,240,88,79,47,11,0,12,29
01/01/2021,1,1,10,11,5,6,2,7,30,3,6,8,12,3,0,8,7,99,70,58,19,45,17,4,0,12,18
02/01/2021,2,1,30,10,3,0,3,6,28,22,7,12,8,8,2,8,26,22,8,33,8,17,24,5,0,8,13
03/01/2021,4,0,20,8,7,0,3,7,31,9,5,14,5,6,5,8,9,14,8,37,27,20,20,1,0,13,12
04/01/2021,4,9,23,6,8,0,2,6,28,1,6,16,12,2,11,8,54,26,1,43,32,64,62,20,52,21,26
05/01/2021,2,7,46,12,12,2,4,6,30,17,7,18,18,7,35,8,23,20,220,334,95,107,44,16,28,20,33
06/01/2021,6,7,86,12,23,0,4,8,28,14,6,15,22,10,13,8,7,128,231,289,78,101,62,23,16,17,28
07/01/2021,7,6,46,16,15,4,5,8,29,40,5,18,32,9,8,12,53,155,224,257,397,67,40,9,17,18,27
08/01/2021,2,6,0,17,9,0,6,8,31,26,7,15,26,9,11,10,26,103,188,261,-1,66,62,8,28,13,25
09/01/2021,0,7,123,12,9,0,4,8,28,15,6,12,37,4,8,9,21,125,224,269,113,54,27,6,18,18,14
10/01/2021,2,0,32,12,3,0,3,8,32,18,7,8,14,2,4,11,15,115,45,53,7,26,26,5,0,0,21
11/01/2021,1,7,55,11,15,0,4,8,29,5,6,16,11,9,8,11,33,27,22,28,19,59,40,12,1,24,19
12/01/2021,1,5,54,24,24,2,4,8,27,2,7,12,38,9,17,10,28,14,205,283,117,121,30,7,23,16,22
13/01/2021,2,6,69,10,15,5,8,8,32,27,8,8,30,7,10,12,34,144,265,323,31,80,58,13,28,19,22
14/01/2021,3,4,51,17,11,0,8,8,31,20,5,13,27,8,13,10,32,134,200,304,61,91,29,11,4,20,16
15/01/2021,3,3,113,10,17,5,7,9,32,0,6,12,18,5,11,12,21,154,150,311,65,48,42,7,52,15,23
16/01/2021,0,2,80,12,6,6,7,9,31,14,7,11,29,10,24,11,24,173,164,285,31,38,31,6,5,21,13
17/01/2021,1,0,68,9,6,0,5,9,32,0,5,8,27,5,4,12,13,110,36,60,19,45,19,9,25,11,13
18/01/2021,1,9,117,15,26,0,3,9,29,0,7,14,11,11,2,10,28,18,14,42,-38,46,33,6,5,22,12
19/01/2021,2,5,142,15,13,5,7,9,30,17,5,10,28,7,9,12,29,24,221,331,78,84,50,9,0,31,19
20/01/2021,1,6,148,7,12,0,7,9,31,3,6,14,39,8,4,11,19,214,189,334,54,72,19,6,78,31,18
21/01/2021,4,3,159,24,14,3,4,9,32,18,7,13,35,9,11,12,27,170,225,286,57,73,48,10,20,25,18
22/01/2021,2,3,132,12,15,0,4,9,34,50,8,16,19,4,20,13,24,119,152,254,49,45,25,8,21,28,30
23/01/2021,2,3,162,17,12,2,6,9,33,9,5,13,25,10,7,9,25,138,220,231,63,58,36,8,52,24,23
24/01/2021,2,0,95,12,14,0,3,9,30,11,5,12,16,5,5,8,9,131,21,79,40,12,27,8,7,13,18
25/01/2021,4,7,86,31,17,0,1,9,29,1,4,11,7,8,5,9,40,26,23,54,112,49,39,14,10,24,7
26/01/2021,2,4,192,14,21,14,5,9,34,31,4,12,22,8,16,10,39,23,187,282,77,83,42,15,23,25,20
27/01/2021,2,4,136,8,18,2,6,9,32,39,5,11,29,11,3,9,28,216,187,332,68,69,23,3,0,24,9
28/01/2021,2,8,113,12,25,6,7,9,35,30,7,11,28,8,4,5,20,155,187,311,227,55,36,11,26,25,23
29/01/2021,1,9,120,14,24,6,5,9,34,17,9,11,25,6,13,6,25,120,146,241,44,48,34,14,101,23,14
30/01/2021,3,2,225,40,13,7,5,9,38,16,10,12,28,6,6,7,22,120,226,232,90,48,27,12,42,20,13
31/01/2021,3,0,99,18,15,0,6,9,38,11,9,8,16,7,3,5,16,121,22,80,17,6,15,9,1,14,11
01/02/2021,6,5,149,19,15,0,4,8,39,1,11,12,16,7,3,8,31,34,37,56,18,46,23,10,1,24,12
02/02/2021,3,2,148,14,22,1,5,9,40,9,11,14,23,7,12,8,24,32,156,365,93,63,53,9,47,24,16
03/02/2021,3,3,150,16,12,14,6,8,40,70,11,14,12,15,12,7,18,189,168,249,49,48,29,9,50,31,21
04/02/2021,3,1,152,10,21,9,5,9,39,0,12,14,31,5,8,8,19,184,182,293,58,55,21,9,47,23,14
05/02/2021,2,4,99,22,12,6,5,8,39,29,12,13,22,20,0,9,26,168,191,327,69,48,24,9,39,25,11
06/02/2021,2,5,119,45,15,10,7,9,40,26,11,12,29,8,8,8,11,140,51,221,60,55,20,8,18,24,16
07/02/2021,2,0,69,45,5,0,5,8,39,1,10,11,13,7,6,1,9,123,1,69,11,11,14,10,17,22,13
08/02/2021,5,4,113,17,23,0,6,9,39,0,12,12,14,4,6,7,17,37,103,49,44,33,33,13,3,21,12
09/02/2021,7,3,169,30,22,0,5,8,39,28,11,13,38,8,25,8,31,23,92,424,116,87,44,10,56,24,29
10/02/2021,2,3,167,10,42,28,7,9,45,0,12,11,31,10,8,7,21,243,158,332,22,54,25,8,31,27,17
11/02/2021,5,4,167,10,22,13,7,8,47,65,11,16,20,7,8,6,27,172,184,323,44,75,24,11,37,18,20
12/02/2021,3,5,134,50,27,25,3,9,67,36,10,15,24,10,11,6,25,190,149,229,47,56,36,11,77,23,10
13/02/2021,7,4,66,60,2,14,4,8,64,0,10,17,23,9,0,8,19,165,100,220,67,55,30,9,46,21,15
14/02/2021,4,0,53,15,25,0,4,9,61,81,9,12,18,7,12,7,6,119,104,75,10,24,11,8,6,18,15
15/02/2021,10,4,120,20,24,0,2,8,63,14,10,13,15,8,9,5,15,8,25,38,27,8,19,9,21,21,12
16/02/2021,1,6,108,45,28,19,1,10,66,14,11,17,34,11,3,5,20,16,118,398,77,20,32,11,59,19,18
17/02/2021,8,4,81,10,25,0,3,10,64,18,12,16,33,9,8,7,27,206,71,258,60,72,26,10,66,40,6
18/02/2021,8,4,105,13,37,29,3,10,67,0,12,18,36,12,13,3,31,140,181,280,90,130,40,10,54,29,12
19/02/2021,3,1,73,76,44,4,6,10,65,28,15,22,24,10,11,5,23,193,163,259,69,57,47,10,66,16,8
20/02/2021,6,0,50,103,18,9,6,10,68,42,14,16,35,6,24,5,7,152,122,244,59,87,38,9,46,24,12
21/02/2021,6,0,53,12,5,0,5,9,63,16,12,12,10,4,15,3,11,120,6,56,22,18,32,10,11,10,6
22/02/2021,5,4,60,44,31,0,4,8,63,22,13,23,14,7,11,5,23,19,83,43,14,49,27,9,12,26,20
23/02/2021,6,2,51,31,24,24,5,9,66,64,13,25,24,11,22,7,20,41,147,357,137,112,56,9,64,42,17
24/02/2021,1,4,69,30,42,13,6,10,68,47,15,16,24,14,19,9,19,200,171,329,65,97,70,16,47,22,5
25/02/2021,7,4,86,52,14,9,7,10,100,56,17,13,15,15,14,10,25,161,197,345,109,120,51,14,42,24,24
26/02/2021,4,1,56,84,16,9,6,10,137,48,18,18,19,16,9,7,25,141,138,256,72,77,77,14,29,27,23
27/02/2021,10,3,47,58,15,8,8,10,104,68,20,20,29,21,16,8,9,155,126,299,96,117,72,12,30,12,13
28/02/2021,2,1,29,14,18,0,9,10,90,25,20,25,22,9,7,6,10,134,45,65,34,49,44,7,7,26,13
01/03/2021,14,2,78,52,20,0,6,11,95,9,22,30,11,17,23,8,21,33,13,53,17,78,80,27,28,19,11
02/03/2021,8,2,74,32,46,14,7,12,114,55,21,32,23,13,28,7,30,47,83,468,180,184,86,22,0,33,20
03/03/2021,10,2,75,34,28,3,10,12,112,58,32,30,38,22,14,8,19,227,186,367,116,179,94,13,155,42,24
04/03/2021,7,6,85,48,47,26,8,13,111,100,35,24,22,15,25,9,23,160,104,313,106,188,91,18,63,33,19
05/03/2021,10,4,57,62,49,17,8,13,102,80,39,20,29,23,34,10,26,172,141,370,108,167,107,15,90,24,23
06/03/2021,7,0,11,56,27,7,9,13,95,78,38,24,34,22,9,10,12,155,105,353,148,182,78,17,28,22,15
07/03/2021,9,0,22,55,15,0,10,14,82,41,36,23,20,13,16,10,15,164,5,46,247,79,70,12,47,22,13
08/03/2021,3,5,26,38,66,0,10,15,102,48,34,32,34,25,15,9,20,25,12,121,19,113,98,17,16,59,25
09/03/2021,5,3,53,40,32,24,7,16,103,107,35,36,17,19,28,11,29,57,95,517,206,275,108,23,68,36,22
10/03/2021,12,3,47,76,60,12,10,16,111,127,35,50,22,20,29,14,38,219,69,469,244,250,107,25,141,55,25
11/03/2021,11,2,43,87,38,13,12,16,115,100,34,35,23,21,23,15,17,263,190,440,99,276,100,21,179,39,21
12/03/2021,12,8,51,73,35,10,16,16,101,58,27,33,49,32,28,16,30,213,127,521,176,191,125,34,133,75,26
13/03/2021,11,4,34,46,33,6,21,16,97,51,29,31,39,29,23,17,20,206,94,434,157,331,113,15,72,47,21
14/03/2021,5,0,23,39,21,0,20,16,80,64,14,37,26,17,39,18,13,144,25,158,93,72,80,19,35,39,30
15/03/2021,7,6,34,45,48,0,17,18,102,54,22,59,28,24,18,18,26,37,1,100,41,148,96,29,15,50,14
16/03/2021,11,8,50,53,49,18,18,18,118,80,32,44,60,27,22,22,35,28,115,679,310,501,167,31,220,86,39
